,added_at,track
638,2025-05-22T18:39:12Z,"{'album': {'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0XGgpBKj7u2MMX2kqUVLaH'}, 'href': 'https://api.spotify.com/v1/artists/0XGgpBKj7u2MMX2kqUVLaH', 'id': '0XGgpBKj7u2MMX2kqUVLaH', 'name': 'Smushie', 'type': 'artist', 'uri': 'spotify:artist:0XGgpBKj7u2MMX2kqUVLaH'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/2JB9VOHLRq4RhVNlFnrk2n'}, 'href': 'https://api.spotify.com/v1/albums/2JB9VOHLRq4RhVNlFnrk2n', 'id': '2JB9VOHLRq4RhVNlFnrk2n', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27300be225fab28604ad3c9594c'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0200be225fab28604ad3c9594c'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485100be225fab28604ad3c9594c'}], 'is_playable': True, 'name': 'Faxing It In', 'release_date': '2021-01-29', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:2JB9VOHLRq4RhVNlFnrk2n'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0XGgpBKj7u2MMX2kqUVLaH'}, 'href': 'https://api.spotify.com/v1/artists/0XGgpBKj7u2MMX2kqUVLaH', 'id': '0XGgpBKj7u2MMX2kqUVLaH', 'name': 'Smushie', 'type': 'artist', 'uri': 'spotify:artist:0XGgpBKj7u2MMX2kqUVLaH'}], 'disc_number': 1, 'duration_ms': 226588, 'explicit': False, 'external_ids': {'isrc': 'QZFYX2165601'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/7Dc1H2hUeT0EQSHgSkYLY9'}, 'href': 'https://api.spotify.com/v1/tracks/7Dc1H2hUeT0EQSHgSkYLY9', 'id': '7Dc1H2hUeT0EQSHgSkYLY9', 'is_local': False, 'is_playable': False, 'name': 'Faxing It In', 'track_number': 1, 'type': 'track', 'uri': 'spotify:track:7Dc1H2hUeT0EQSHgSkYLY9'}"
639,2025-05-22T16:07:46Z,"{'album': {'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0qraFJK6boYSp4ZMMX4PzG'}, 'href': 'https://api.spotify.com/v1/artists/0qraFJK6boYSp4ZMMX4PzG', 'id': '0qraFJK6boYSp4ZMMX4PzG', 'name': 'Los Retros', 'type': 'artist', 'uri': 'spotify:artist:0qraFJK6boYSp4ZMMX4PzG'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/1p0B0yZhc04KInnikui2gQ'}, 'href': 'https://api.spotify.com/v1/albums/1p0B0yZhc04KInnikui2gQ', 'id': '1p0B0yZhc04KInnikui2gQ', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ca481918a54015361f2673c9'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ca481918a54015361f2673c9'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ca481918a54015361f2673c9'}], 'is_playable': True, 'name': 'Everlasting', 'release_date': '2020-06-18', 'release_date_precision': 'day', 'total_tracks': 5, 'type': 'album', 'uri': 'spotify:album:1p0B0yZhc04KInnikui2gQ'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0qraFJK6boYSp4ZMMX4PzG'}, 'href': 'https://api.spotify.com/v1/artists/0qraFJK6boYSp4ZMMX4PzG', 'id': '0qraFJK6boYSp4ZMMX4PzG', 'name': 'Los Retros', 'type': 'artist', 'uri': 'spotify:artist:0qraFJK6boYSp4ZMMX4PzG'}], 'disc_number': 1, 'duration_ms': 200109, 'explicit': False, 'external_ids': {'isrc': 'US2S72044004'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/1OZya8zUz1XPYIrFmHbYTe'}, 'href': 'https://api.spotify.com/v1/tracks/1OZya8zUz1XPYIrFmHbYTe', 'id': '1OZya8zUz1XPYIrFmHbYTe', 'is_local': False, 'is_playable': True, 'name': 'New Humanity', 'track_number': 4, 'type': 'track', 'uri': 'spotify:track:1OZya8zUz1XPYIrFmHbYTe'}"
640,2025-05-21T00:54:20Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5c3GLXai8YOMid29ZEuR9y'}, 'href': 'https://api.spotify.com/v1/artists/5c3GLXai8YOMid29ZEuR9y', 'id': '5c3GLXai8YOMid29ZEuR9y', 'name': 'Nick Drake', 'type': 'artist', 'uri': 'spotify:artist:5c3GLXai8YOMid29ZEuR9y'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5mwOo1zikswhmfHvtqVSXg'}, 'href': 'https://api.spotify.com/v1/albums/5mwOo1zikswhmfHvtqVSXg', 'id': '5mwOo1zikswhmfHvtqVSXg', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e369195caf5d169bf5e9eafc'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e369195caf5d169bf5e9eafc'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e369195caf5d169bf5e9eafc'}], 'is_playable': True, 'name': 'Pink Moon', 'release_date': '1972-02-25', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:5mwOo1zikswhmfHvtqVSXg'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5c3GLXai8YOMid29ZEuR9y'}, 'href': 'https://api.spotify.com/v1/artists/5c3GLXai8YOMid29ZEuR9y', 'id': '5c3GLXai8YOMid29ZEuR9y', 'name': 'Nick Drake', 'type': 'artist', 'uri': 'spotify:artist:5c3GLXai8YOMid29ZEuR9y'}], 'disc_number': 1, 'duration_ms': 214025, 'explicit': False, 'external_ids': {'isrc': 'GBAAN7200037'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/2tlhnUxHtYDqu0i9KIraUu'}, 'href': 'https://api.spotify.com/v1/tracks/2tlhnUxHtYDqu0i9KIraUu', 'id': '2tlhnUxHtYDqu0i9KIraUu', 'is_local': False, 'is_playable': True, 'name': 'Parasite', 'track_number': 8, 'type': 'track', 'uri': 'spotify:track:2tlhnUxHtYDqu0i9KIraUu'}"
641,2025-05-20T15:53:59Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5uQyXHg4ph7gNlnZHxt9kX'}, 'href': 'https://api.spotify.com/v1/artists/5uQyXHg4ph7gNlnZHxt9kX', 'id': '5uQyXHg4ph7gNlnZHxt9kX', 'name': 'Robert Lester Folsom', 'type': 'artist', 'uri': 'spotify:artist:5uQyXHg4ph7gNlnZHxt9kX'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/15wdgqD7BCkQERSpJAPAfl'}, 'href': 'https://api.spotify.com/v1/albums/15wdgqD7BCkQERSpJAPAfl', 'id': '15wdgqD7BCkQERSpJAPAfl', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273bbfb3a75431fc9e65e59ee78'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02bbfb3a75431fc9e65e59ee78'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851bbfb3a75431fc9e65e59ee78'}], 'is_playable': True, 'name': 'Music and Dreams', 'release_date': '2014-10-21', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:15wdgqD7BCkQERSpJAPAfl'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5uQyXHg4ph7gNlnZHxt9kX'}, 'href': 'https://api.spotify.com/v1/artists/5uQyXHg4ph7gNlnZHxt9kX', 'id': '5uQyXHg4ph7gNlnZHxt9kX', 'name': 'Robert Lester Folsom', 'type': 'artist', 'uri': 'spotify:artist:5uQyXHg4ph7gNlnZHxt9kX'}], 'disc_number': 1, 'duration_ms': 243533, 'explicit': False, 'external_ids': {'isrc': 'QMV8L1400704'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/1VL3A53tUQnR0elnbNth5K'}, 'href': 'https://api.spotify.com/v1/tracks/1VL3A53tUQnR0elnbNth5K', 'id': '1VL3A53tUQnR0elnbNth5K', 'is_local': False, 'is_playable': True, 'name': 'April Suzanne', 'track_number': 4, 'type': 'track', 'uri': 'spotify:track:1VL3A53tUQnR0elnbNth5K'}"
642,2025-05-20T15:26:25Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3'}, 'href': 'https://api.spotify.com/v1/artists/3GBPw9NK25X1Wt2OUvOwY3', 'id': '3GBPw9NK25X1Wt2OUvOwY3', 'name': 'Jack Johnson', 'type': 'artist', 'uri': 'spotify:artist:3GBPw9NK25X1Wt2OUvOwY3'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/23BBbqDGMhloT6f2YBecSr'}, 'href': 'https://api.spotify.com/v1/albums/23BBbqDGMhloT6f2YBecSr', 'id': '23BBbqDGMhloT6f2YBecSr', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2732bd026ab797a3de9605d9cb3'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e022bd026ab797a3de9605d9cb3'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048512bd026ab797a3de9605d9cb3'}], 'is_playable': True, 'name': 'Brushfire Fairytales [Remastered (Bonus Version)]', 'release_date': '2011-04-12', 'release_date_precision': 'day', 'total_tracks': 15, 'type': 'album', 'uri': 'spotify:album:23BBbqDGMhloT6f2YBecSr'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3'}, 'href': 'https://api.spotify.com/v1/artists/3GBPw9NK25X1Wt2OUvOwY3', 'id': '3GBPw9NK25X1Wt2OUvOwY3', 'name': 'Jack Johnson', 'type': 'artist', 'uri': 'spotify:artist:3GBPw9NK25X1Wt2OUvOwY3'}], 'disc_number': 1, 'duration_ms': 229507, 'explicit': False, 'external_ids': {'isrc': 'USER81100107'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/1HfMeYbip8KTFUHKjC3a6A'}, 'href': 'https://api.spotify.com/v1/tracks/1HfMeYbip8KTFUHKjC3a6A', 'id': '1HfMeYbip8KTFUHKjC3a6A', 'is_local': False, 'is_playable': True, 'name': 'Fortunate Fool', 'track_number': 7, 'type': 'track', 'uri': 'spotify:track:1HfMeYbip8KTFUHKjC3a6A'}"
643,2025-05-20T14:42:21Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5c3GLXai8YOMid29ZEuR9y'}, 'href': 'https://api.spotify.com/v1/artists/5c3GLXai8YOMid29ZEuR9y', 'id': '5c3GLXai8YOMid29ZEuR9y', 'name': 'Nick Drake', 'type': 'artist', 'uri': 'spotify:artist:5c3GLXai8YOMid29ZEuR9y'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5mwOo1zikswhmfHvtqVSXg'}, 'href': 'https://api.spotify.com/v1/albums/5mwOo1zikswhmfHvtqVSXg', 'id': '5mwOo1zikswhmfHvtqVSXg', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e369195caf5d169bf5e9eafc'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e369195caf5d169bf5e9eafc'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e369195caf5d169bf5e9eafc'}], 'is_playable': True, 'name': 'Pink Moon', 'release_date': '1972-02-25', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:5mwOo1zikswhmfHvtqVSXg'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5c3GLXai8YOMid29ZEuR9y'}, 'href': 'https://api.spotify.com/v1/artists/5c3GLXai8YOMid29ZEuR9y', 'id': '5c3GLXai8YOMid29ZEuR9y', 'name': 'Nick Drake', 'type': 'artist', 'uri': 'spotify:artist:5c3GLXai8YOMid29ZEuR9y'}], 'disc_number': 1, 'duration_ms': 176950, 'explicit': False, 'external_ids': {'isrc': 'GBAAN7200019'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/4Cg0paoTgxlo2LC85HKaab'}, 'href': 'https://api.spotify.com/v1/tracks/4Cg0paoTgxlo2LC85HKaab', 'id': '4Cg0paoTgxlo2LC85HKaab', 'is_local': False, 'is_playable': True, 'name': 'Which Will', 'track_number': 4, 'type': 'track', 'uri': 'spotify:track:4Cg0paoTgxlo2LC85HKaab'}"
644,2025-05-20T14:40:33Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7FIoB5PHdrMZVC3q2HE5MS'}, 'href': 'https://api.spotify.com/v1/artists/7FIoB5PHdrMZVC3q2HE5MS', 'id': '7FIoB5PHdrMZVC3q2HE5MS', 'name': 'George Harrison', 'type': 'artist', 'uri': 'spotify:artist:7FIoB5PHdrMZVC3q2HE5MS'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/7j7lsExGJtBHLgDYzjclwk'}, 'href': 'https://api.spotify.com/v1/albums/7j7lsExGJtBHLgDYzjclwk', 'id': '7j7lsExGJtBHLgDYzjclwk', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736c6610322fc60bfb41481273'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026c6610322fc60bfb41481273'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516c6610322fc60bfb41481273'}], 'is_playable': True, 'name': 'All Things Must Pass (2014 Remaster)', 'release_date': '1970-11-20', 'release_date_precision': 'day', 'total_tracks': 28, 'type': 'album', 'uri': 'spotify:album:7j7lsExGJtBHLgDYzjclwk'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7FIoB5PHdrMZVC3q2HE5MS'}, 'href': 'https://api.spotify.com/v1/artists/7FIoB5PHdrMZVC3q2HE5MS', 'id': '7FIoB5PHdrMZVC3q2HE5MS', 'name': 'George Harrison', 'type': 'artist', 'uri': 'spotify:artist:7FIoB5PHdrMZVC3q2HE5MS'}], 'disc_number': 2, 'duration_ms': 228371, 'explicit': False, 'external_ids': {'isrc': 'GB77R1400041'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/6tV34f3JK3le2YIQMo9ECt'}, 'href': 'https://api.spotify.com/v1/tracks/6tV34f3JK3le2YIQMo9ECt', 'id': '6tV34f3JK3le2YIQMo9ECt', 'is_local': False, 'is_playable': True, 'name': 'Ballad of Sir Frankie Crisp (Let It Roll) - 2014 Remaster', 'track_number': 3, 'type': 'track', 'uri': 'spotify:track:6tV34f3JK3le2YIQMo9ECt'}"
645,2025-05-20T14:26:42Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3'}, 'href': 'https://api.spotify.com/v1/artists/3GBPw9NK25X1Wt2OUvOwY3', 'id': '3GBPw9NK25X1Wt2OUvOwY3', 'name': 'Jack Johnson', 'type': 'artist', 'uri': 'spotify:artist:3GBPw9NK25X1Wt2OUvOwY3'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/7tTc46dNdE6GGuiQsssWxo'}, 'href': 'https://api.spotify.com/v1/albums/7tTc46dNdE6GGuiQsssWxo', 'id': '7tTc46dNdE6GGuiQsssWxo', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27306b42768ebe736eec21336ea'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0206b42768ebe736eec21336ea'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485106b42768ebe736eec21336ea'}], 'is_playable': True, 'name': 'In Between Dreams', 'release_date': '2005-01-01', 'release_date_precision': 'day', 'total_tracks': 14, 'type': 'album', 'uri': 'spotify:album:7tTc46dNdE6GGuiQsssWxo'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3'}, 'href': 'https://api.spotify.com/v1/artists/3GBPw9NK25X1Wt2OUvOwY3', 'id': '3GBPw9NK25X1Wt2OUvOwY3', 'name': 'Jack Johnson', 'type': 'artist', 'uri': 'spotify:artist:3GBPw9NK25X1Wt2OUvOwY3'}], 'disc_number': 1, 'duration_ms': 212813, 'explicit': False, 'external_ids': {'isrc': 'USMC60400028'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/3dKFxCpVtK3g9KAB8S1FwY'}, 'href': 'https://api.spotify.com/v1/tracks/3dKFxCpVtK3g9KAB8S1FwY', 'id': '3dKFxCpVtK3g9KAB8S1FwY', 'is_local': False, 'is_playable': True, 'name': 'Never Know', 'track_number': 2, 'type': 'track', 'uri': 'spotify:track:3dKFxCpVtK3g9KAB8S1FwY'}"
646,2025-05-20T14:12:05Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5uQyXHg4ph7gNlnZHxt9kX'}, 'href': 'https://api.spotify.com/v1/artists/5uQyXHg4ph7gNlnZHxt9kX', 'id': '5uQyXHg4ph7gNlnZHxt9kX', 'name': 'Robert Lester Folsom', 'type': 'artist', 'uri': 'spotify:artist:5uQyXHg4ph7gNlnZHxt9kX'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/0zL7odrtCctkeMf5OmLHZP'}, 'href': 'https://api.spotify.com/v1/albums/0zL7odrtCctkeMf5OmLHZP', 'id': '0zL7odrtCctkeMf5OmLHZP', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273ca565c9336aa8026b60cd852'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02ca565c9336aa8026b60cd852'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851ca565c9336aa8026b60cd852'}], 'is_playable': True, 'name': 'Ode to a Rainy Day: Archives 1972-1975', 'release_date': '2014-10-21', 'release_date_precision': 'day', 'total_tracks': 13, 'type': 'album', 'uri': 'spotify:album:0zL7odrtCctkeMf5OmLHZP'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5uQyXHg4ph7gNlnZHxt9kX'}, 'href': 'https://api.spotify.com/v1/artists/5uQyXHg4ph7gNlnZHxt9kX', 'id': '5uQyXHg4ph7gNlnZHxt9kX', 'name': 'Robert Lester Folsom', 'type': 'artist', 'uri': 'spotify:artist:5uQyXHg4ph7gNlnZHxt9kX'}], 'disc_number': 1, 'duration_ms': 273306, 'explicit': False, 'external_ids': {'isrc': 'QMV8L1400805'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/5XGzLK66FsXQo8udTbsEYE'}, 'href': 'https://api.spotify.com/v1/tracks/5XGzLK66FsXQo8udTbsEYE', 'id': '5XGzLK66FsXQo8udTbsEYE', 'is_local': False, 'is_playable': True, 'name': ""See You Later, I'm Gone"", 'track_number': 5, 'type': 'track', 'uri': 'spotify:track:5XGzLK66FsXQo8udTbsEYE'}"
647,2025-05-19T14:16:15Z,"{'album': {'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0cLrgpG3pW4MX4nD8h6qCc'}, 'href': 'https://api.spotify.com/v1/artists/0cLrgpG3pW4MX4nD8h6qCc', 'id': '0cLrgpG3pW4MX4nD8h6qCc', 'name': 'El Michels Affair', 'type': 'artist', 'uri': 'spotify:artist:0cLrgpG3pW4MX4nD8h6qCc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7DIW7zcnjQFBTMxhK6V2VQ'}, 'href': 'https://api.spotify.com/v1/artists/7DIW7zcnjQFBTMxhK6V2VQ', 'id': '7DIW7zcnjQFBTMxhK6V2VQ', 'name': 'Bobby Oroza', 'type': 'artist', 'uri': 'spotify:artist:7DIW7zcnjQFBTMxhK6V2VQ'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/0YV9WgM6jaMvgy4raapcJ1'}, 'href': 'https://api.spotify.com/v1/albums/0YV9WgM6jaMvgy4raapcJ1', 'id': '0YV9WgM6jaMvgy4raapcJ1', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739654524a6577c117e4f6477d'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e029654524a6577c117e4f6477d'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048519654524a6577c117e4f6477d'}], 'is_playable': True, 'name': 'Reasons', 'release_date': '2020-06-01', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:0YV9WgM6jaMvgy4raapcJ1'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0cLrgpG3pW4MX4nD8h6qCc'}, 'href': 'https://api.spotify.com/v1/artists/0cLrgpG3pW4MX4nD8h6qCc', 'id': '0cLrgpG3pW4MX4nD8h6qCc', 'name': 'El Michels Affair', 'type': 'artist', 'uri': 'spotify:artist:0cLrgpG3pW4MX4nD8h6qCc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7DIW7zcnjQFBTMxhK6V2VQ'}, 'href': 'https://api.spotify.com/v1/artists/7DIW7zcnjQFBTMxhK6V2VQ', 'id': '7DIW7zcnjQFBTMxhK6V2VQ', 'name': 'Bobby Oroza', 'type': 'artist', 'uri': 'spotify:artist:7DIW7zcnjQFBTMxhK6V2VQ'}], 'disc_number': 1, 'duration_ms': 196497, 'explicit': False, 'external_ids': {'isrc': 'QZ2L61900240'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/4ZLokXknnioa23KSagmW6M'}, 'href': 'https://api.spotify.com/v1/tracks/4ZLokXknnioa23KSagmW6M', 'id': '4ZLokXknnioa23KSagmW6M', 'is_local': False, 'is_playable': True, 'name': 'Reasons', 'track_number': 1, 'type': 'track', 'uri': 'spotify:track:4ZLokXknnioa23KSagmW6M'}"
648,2025-05-18T19:06:42Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5wPoxI5si3eJsYYwyXV4Wi'}, 'href': 'https://api.spotify.com/v1/artists/5wPoxI5si3eJsYYwyXV4Wi', 'id': '5wPoxI5si3eJsYYwyXV4Wi', 'name': 'N.E.R.D', 'type': 'artist', 'uri': 'spotify:artist:5wPoxI5si3eJsYYwyXV4Wi'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/5u8ri4s76Ew14IwGOJf5hI'}, 'href': 'https://api.spotify.com/v1/albums/5u8ri4s76Ew14IwGOJf5hI', 'id': '5u8ri4s76Ew14IwGOJf5hI', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273fdab242b02783baa895a5a70'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02fdab242b02783baa895a5a70'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851fdab242b02783baa895a5a70'}], 'is_playable': True, 'name': 'In Search Of...', 'release_date': '2002-03-12', 'release_date_precision': 'day', 'total_tracks': 12, 'type': 'album', 'uri': 'spotify:album:5u8ri4s76Ew14IwGOJf5hI'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5wPoxI5si3eJsYYwyXV4Wi'}, 'href': 'https://api.spotify.com/v1/artists/5wPoxI5si3eJsYYwyXV4Wi', 'id': '5wPoxI5si3eJsYYwyXV4Wi', 'name': 'N.E.R.D', 'type': 'artist', 'uri': 'spotify:artist:5wPoxI5si3eJsYYwyXV4Wi'}], 'disc_number': 1, 'duration_ms': 291066, 'explicit': False, 'external_ids': {'isrc': 'USVI20100621'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/4Bjwyj8KM85xblkSt5A24j'}, 'href': 'https://api.spotify.com/v1/tracks/4Bjwyj8KM85xblkSt5A24j', 'id': '4Bjwyj8KM85xblkSt5A24j', 'is_local': False, 'is_playable': True, 'name': 'Run To The Sun', 'track_number': 7, 'type': 'track', 'uri': 'spotify:track:4Bjwyj8KM85xblkSt5A24j'}"
649,2025-05-17T16:06:48Z,"{'album': {'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4kSGbjWGxTchKpIxXPJv0B'}, 'href': 'https://api.spotify.com/v1/artists/4kSGbjWGxTchKpIxXPJv0B', 'id': '4kSGbjWGxTchKpIxXPJv0B', 'name': 'Crumb', 'type': 'artist', 'uri': 'spotify:artist:4kSGbjWGxTchKpIxXPJv0B'}], 'external_urls': {'spotify': 'https://open.spotify.com/album/6DxidEI7EhF8md8ev83iNY'}, 'href': 'https://api.spotify.com/v1/albums/6DxidEI7EhF8md8ev83iNY', 'id': '6DxidEI7EhF8md8ev83iNY', 'images': [{'height': 640, 'width': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2736d9fb491fa8815157aa54a84'}, {'height': 300, 'width': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e026d9fb491fa8815157aa54a84'}, {'height': 64, 'width': 64, 'url': 'https://i.scdn.co/image/ab67616d000048516d9fb491fa8815157aa54a84'}], 'is_playable': True, 'name': 'Jinx', 'release_date': '2019-06-14', 'release_date_precision': 'day', 'total_tracks': 10, 'type': 'album', 'uri': 'spotify:album:6DxidEI7EhF8md8ev83iNY'}, 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4kSGbjWGxTchKpIxXPJv0B'}, 'href': 'https://api.spotify.com/v1/artists/4kSGbjWGxTchKpIxXPJv0B', 'id': '4kSGbjWGxTchKpIxXPJv0B', 'name': 'Crumb', 'type': 'artist', 'uri': 'spotify:artist:4kSGbjWGxTchKpIxXPJv0B'}], 'disc_number': 1, 'duration_ms': 126120, 'explicit': False, 'external_ids': {'isrc': 'QMB621900203'}, 'external_urls': {'spotify': 'https://open.spotify.com/track/0R3TWpoxAhT3HDXM7tpRzS'}, 'href': 'https://api.spotify.com/v1/tracks/0R3TWpoxAhT3HDXM7tpRzS', 'id': '0R3TWpoxAhT3HDXM7tpRzS', 'is_local': False, 'is_playable': True, 'name': 'Ghostride', 'track_number': 3, 'type': 'track', 'uri': 'spotify:track:0R3TWpoxAhT3HDXM7tpRzS'}"
